Category,Book_name,Ratings,Price,Book_Url
Add a comment,"The End of Faith: Religion, Terror, and the Future of Reason",4,£22.13,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html
Add a comment,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),1,£57.48,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html
Add a comment,The Glass Castle,1,£16.24,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html
Add a comment,The God Delusion,3,£46.85,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html
Add a comment,The Golden Compass (His Dark Materials #1),1,£18.77,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html
Add a comment,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,4,£59.15,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html
Add a comment,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),3,£47.80,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html
Add a comment,The Iliad,1,£16.16,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-4.html
Add a comment,The Immortal Life of Henrietta Lacks,2,£40.67,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Add a comment,The Joy of Cooking,4,£43.27,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html
Add a comment,The Light of the Fireflies,1,£54.43,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-4.html
Add a comment,The Midnight Watch: A Novel of the Titanic and the Californian,1,£26.20,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Add a comment,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",4,£23.89,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Add a comment,The Odyssey,3,£29.64,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-4.html
Add a comment,The Purpose Driven Life: What on Earth Am I Here for?,3,£37.19,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html
Add a comment,The Raven King (The Raven Cycle #4),2,£30.57,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html
Add a comment,The Republic,3,£33.78,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-4.html
Add a comment,The Rest Is Noise: Listening to the Twentieth Century,1,£34.77,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html
Add a comment,The Sense of an Ending,3,£31.38,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-4.html
Add a comment,The Song of Achilles,5,£37.40,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Add a comment,The Tipping Point: How Little Things Can Make a Big Difference,2,£10.02,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-3.html
Add a comment,The Torch Is Passed: A Harding Family Story,1,£19.09,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Add a comment,The White Queen (The Cousins' War #1),5,£25.91,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Add a comment,Watchmen,4,£58.05,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html
Add a comment,Without Shame,5,£48.27,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/page-2.html
Adult Fiction,Fifty Shades Freed (Fifty Shades #3),5,£15.36,http://books.toscrape.com/catalogue/category/books/adult-fiction_29/index.html
Art,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,4,£48.63,http://books.toscrape.com/catalogue/category/books/art_25/index.html
Art,Feathers: Displays of Brilliant Plumage,3,£49.05,http://books.toscrape.com/catalogue/category/books/art_25/index.html
Art,History of Beauty,4,£10.29,http://books.toscrape.com/catalogue/category/books/art_25/index.html
Art,The Art Book,2,£32.34,http://books.toscrape.com/catalogue/category/books/art_25/index.html
Art,The New Drawing on the Right Side of the Brain,3,£43.02,http://books.toscrape.com/catalogue/category/books/art_25/index.html
Art,The Story of Art,4,£41.14,http://books.toscrape.com/catalogue/category/books/art_25/index.html
Art,Wall and Piece,4,£44.18,http://books.toscrape.com/catalogue/category/books/art_25/index.html
Art,Ways of Seeing,5,£39.51,http://books.toscrape.com/catalogue/category/books/art_25/index.html
Autobiography,A Heartbreaking Work of Staggering Genius,5,£54.29,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html
Autobiography,Approval Junkie: Adventures in Caring Too Much,5,£58.81,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html
Autobiography,Lab Girl,1,£40.85,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html
Autobiography,Life Without a Recipe,5,£59.04,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html
Autobiography,Lust & Wonder,2,£11.87,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html
Autobiography,M Train,1,£27.18,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html
Autobiography,Me Talk Pretty One Day,2,£57.60,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html
Autobiography,Running with Scissors,4,£12.91,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html
Autobiography,The Argonauts,2,£10.93,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html
Biography,Benjamin Franklin: An American Life,3,£48.19,http://books.toscrape.com/catalogue/category/books/biography_36/index.html
Biography,Louisa: The Extraordinary Life of Mrs. Adams,2,£16.85,http://books.toscrape.com/catalogue/category/books/biography_36/index.html
Biography,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",2,£21.15,http://books.toscrape.com/catalogue/category/books/biography_36/index.html
Biography,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,1,£39.55,http://books.toscrape.com/catalogue/category/books/biography_36/index.html
Biography,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),3,£42.57,http://books.toscrape.com/catalogue/category/books/biography_36/index.html
Business,Born for This: How to Find the Work You Were Meant to Do,5,£21.59,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Business,Made to Stick: Why Some Ideas Survive and Others Die,5,£38.85,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Business,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,1,£43.14,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Business,Rework,2,£44.88,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Business,"Rich Dad, Poor Dad",1,£51.74,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Business,Shoe Dog: A Memoir by the Creator of NIKE,2,£23.99,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Business,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,3,£27.55,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Business,The Art of Startup Fundraising,3,£21.00,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Business,The Dirty Little Secrets of Getting Your Dream Job,4,£33.34,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Business,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,1,£36.91,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Business,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3,£33.92,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Business,The Third Wave: An Entrepreneur's Vision of the Future,5,£12.61,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Childrens,Are We There Yet?,3,£10.66,http://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html
Childrens,Birdsong: A Story in Pictures,3,£54.64,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,Charlie and the Chocolate Factory (Charlie Bucket #1),3,£22.85,http://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html
Childrens,Counting Thyme,1,£10.62,http://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html
Childrens,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),4,£52.88,http://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html
Childrens,Green Eggs and Ham (Beginner Books B-16),4,£10.79,http://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html
Childrens,Horrible Bear!,2,£37.52,http://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html
Childrens,Little Red,3,£13.47,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,Luis Paints the World,3,£53.95,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,Matilda,1,£28.34,http://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html
Childrens,Maybe Something Beautiful: How Art Transformed a Neighborhood,1,£22.54,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,Nap-a-Roo,1,£25.08,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,Once Was a Time,2,£18.28,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,Playing from the Heart,1,£32.38,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,Rain Fish,3,£23.57,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,Raymie Nightingale,2,£34.41,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,Red: The True Story of Red Riding Hood,3,£28.54,http://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html
Childrens,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",3,£52.87,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,The Bear and the Piano,1,£36.89,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,The Cat in the Hat (Beginner Books B-1),2,£16.26,http://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html
Childrens,The Day the Crayons Came Home (Crayons),5,£26.33,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,The Lonely Ones,5,£43.59,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,The Secret of Dreadwillow Carse,1,£56.13,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,The Thing About Jellyfish,1,£48.77,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,The Whale,4,£35.96,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,The White Cat and the Monk: A Retelling of the Poem Pangur BÃ¡n,4,£58.08,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,The Wild Robot,3,£56.07,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,Twenty Yawns,2,£22.08,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Childrens,Walt Disney's Alice in Wonderland,5,£12.96,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Christian,(Un)Qualified: How God Uses Broken People to Do Big Things,5,£54.00,http://books.toscrape.com/catalogue/category/books/christian_43/index.html
Christian,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,1,£25.77,http://books.toscrape.com/catalogue/category/books/christian_43/index.html
Christian,Crazy Love: Overwhelmed by a Relentless God,2,£47.72,http://books.toscrape.com/catalogue/category/books/christian_43/index.html
Christian Fiction,Close to You,4,£49.46,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html
Christian Fiction,Counted With the Stars (Out from Egypt #1),5,£17.97,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html
Christian Fiction,If I Run (If I Run #1),4,£49.97,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html
Christian Fiction,Like Never Before (Walker Family #2),2,£28.77,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html
Christian Fiction,Redeeming Love,5,£20.47,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html
Christian Fiction,Shadows of the Past (Logan Point #1),5,£39.67,http://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html
Classics,Alice in Wonderland (Alice's Adventures in Wonderland #1),1,£55.53,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,And Then There Were None,2,£35.01,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,Animal Farm,3,£57.22,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,Beowulf,2,£38.35,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,Candide,3,£58.63,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,Emma,2,£32.93,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,Gone with the Wind,3,£32.49,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,Little Women (Little Women #1),4,£28.07,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,Of Mice and Men,2,£47.11,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,Sense and Sensibility,1,£37.46,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),4,£26.78,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,The Hound of the Baskervilles (Sherlock Holmes #5),2,£14.82,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,The Little Prince,2,£45.42,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,The Metamorphosis,1,£28.58,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,The Picture of Dorian Gray,2,£29.70,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,The Pilgrim's Progress,2,£50.26,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,The Secret Garden,4,£15.08,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,The Story of Hong Gildong,4,£43.19,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Classics,Wuthering Heights,3,£17.73,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Contemporary,Someone Like You (The Harrisons #2),5,£52.79,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html
Contemporary,We Are All Completely Beside Ourselves,1,£24.04,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html
Contemporary,When We Collided,1,£31.77,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html
Crime,The Long Shadow of Small Ghosts: Murder and Memory in an American City,1,£10.97,http://books.toscrape.com/catalogue/category/books/crime_51/index.html
Cultural,Amid the Chaos,1,£36.58,http://books.toscrape.com/catalogue/category/books/cultural_49/index.html
Default,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",5,£56.76,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,A Visit from the Goon Squad,5,£14.08,http://books.toscrape.com/catalogue/category/books/default_15/page-8.html
Default,A World of Flavor: Your Gluten Free Passport,1,£42.95,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,Adultery,5,£20.88,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,Aladdin and His Wonderful Lamp,3,£53.13,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,Alight (The Generations Trilogy #2),4,£58.59,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,Amatus,5,£50.54,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,3,£22.50,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,Amy Meets the Saints and Sages,3,£18.46,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Angels & Demons (Robert Langdon #1),3,£51.48,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,Anonymous,4,£46.82,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Ayumi's Violin,2,£15.48,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Beautiful Creatures (Caster Chronicles #1),5,£21.55,http://books.toscrape.com/catalogue/category/books/default_15/page-8.html
Default,Beauty Restored (Riley Family Legacy Novellas #3),2,£11.11,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,"Blue Lily, Lily Blue (The Raven Cycle #3)",5,£34.13,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,Bossypants,2,£49.46,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,Breaking Dawn (Twilight #4),5,£35.28,http://books.toscrape.com/catalogue/category/books/default_15/page-8.html
Default,Carrie,2,£46.23,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,"Carry On, Warrior: Thoughts on Life Unarmed",3,£31.85,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,City of Ashes (The Mortal Instruments #2),1,£47.27,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,City of Bones (The Mortal Instruments #1),1,£43.28,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,City of Fallen Angels (The Mortal Instruments #4),4,£11.23,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,Clockwork Angel (The Infernal Devices #1),1,£44.14,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,Confessions of a Shopaholic (Shopaholic #1),2,£48.94,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,Daily Fantasy Sports,1,£36.58,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,Dark Places,5,£23.90,http://books.toscrape.com/catalogue/category/books/default_15/page-8.html
Default,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",1,£17.81,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Dead Wake: The Last Crossing of the Lusitania,5,£39.24,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Death by Leisure: A Cautionary Tale,4,£37.51,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,Done Rubbed Out (Reightman & Bailey #1),5,£37.72,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Dracula,3,£52.62,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Drama,2,£38.70,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,Drive: The Surprising Truth About What Motivates Us,4,£34.95,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Eclipse (Twilight #3),1,£18.74,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Eleanor & Park,5,£56.51,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,Ender's Game (The Ender Quintet #1),1,£43.64,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,Eureka Trivia 6.0,4,£54.59,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Every Last Word,3,£46.47,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,Fellside,1,£38.62,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,First Steps for New Christians (Print Edition),1,£29.00,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Fool Me Once,1,£16.96,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,Frankenstein,2,£38.00,http://books.toscrape.com/catalogue/category/books/default_15/page-8.html
Default,Gone Girl,5,£37.60,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Greek Mythic History,5,£10.23,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,Grumbles,2,£22.16,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Harry Potter and the Deathly Hallows (Harry Potter #7),1,£23.32,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,Harry Potter and the Sorcerer's Stone (Harry Potter #1),3,£13.90,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2,£52.86,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,How to Speak Golf: An Illustrated Guide to Links Lingo,5,£58.32,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,"Hush, Hush (Hush, Hush #1)",3,£47.02,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),2,£36.55,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,I'll Give You the Sun,1,£56.48,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,If I Stay (If I Stay #1),5,£38.13,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,Is Everyone Hanging Out Without Me? (And Other Concerns),3,£20.11,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Jane Eyre,5,£38.43,http://books.toscrape.com/catalogue/category/books/default_15/page-8.html
Default,John Vassos: Industrial Design for Modern Life,4,£20.22,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,Lady Midnight (The Dark Artifices #1),5,£16.28,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,Large Print Heart of the Pride,2,£19.15,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,"Lean In: Women, Work, and the Will to Lead",1,£25.02,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Left Behind (Left Behind #1),2,£40.72,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,Life After Life,2,£26.13,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Life of Pi,4,£13.22,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",4,£46.91,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,Luckiest Girl Alive,3,£49.83,http://books.toscrape.com/catalogue/category/books/default_15/page-3.html
Default,Maude (1883-1993):She Grew Up with the country,2,£18.02,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Default,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children #1),1,£10.76,http://books.toscrape.com/catalogue/category/books/default_15/page-2.html
Default,Mockingjay (The Hunger Games #3),4,£20.44,http://books.toscrape.com/catalogue/category/books/default_15/page-6.html
Default,Modern Day Fables,2,£47.44,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
Default,Morning Star (Red Rising #3),1,£29.40,http://books.toscrape.com/catalogue/category/books/default_15/page-7.html
Default,Musicophilia: Tales of Music and the Brain,1,£46.58,http://books.toscrape.com/catalogue/category/books/default_15/page-5.html
Default,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",4,£10.41,http://books.toscrape.com/catalogue/category/books/default_15/page-4.html
